toko,nama_barang,ulasan,rating
oppo,,"barang masih di segel pas nyampe.. warna sesuai, ada garansi resmi.. cuma kendala di pengiriman lama",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",Barang oke sesuai,5
oppo,"[AFDHAL APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Bagussd beneran d kirim ram 8,5
oppo,[BAIM APPROVED] HP OPPO A78 8GB/256GB Smartphone (Garansi Resmi) Gold Camera Led  Bluetooth Speakers Kamera,Alhamdulillah mksh bisa berfungsi smuanya,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,"Barang datang tepat waktu🥰 packing ok , semua good , sukaaaaa 😍😍😍",5
oppo,,"Alhamdulillah udah sampai semoga bisa berguna dengan baik dan awet ,,makasih Oppo official store,,,",5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"[AFDHAL APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Bagus hp nya ORI,5
oppo,"[AFDHAL APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi","brang udah sampai dan di terima.
brang ori thanks udah amanah",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"[AFDHAL APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Barang  ori,5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,Sesuai pesanan dan pengiriman normal,5
oppo,,brg msh segel mudah2an dak ada masalah dlm pemakaian kedepann,5
oppo,,"Barang sudah sampai sesuai pesanan terima kasih seller and toped,,,sukses selalu.",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel","Pengiriman cpt.. Alhamdulillah sudah sampai kmrn.. sudah dicoba dan berfungsi, semoga awet.. tq seller sukses selalu 🥰",5
oppo,OPPO Half-Ear Earphones MH135 White UN,,4
oppo,,Mantapplahh 👍👍👍,5
oppo,"[AFDHAL APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Sesuaiii pesanan kurirnya ramah dan cepet nganterin paket saya,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi","Hp nya Ori, bagus g da yg cacat tq",5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"[AFDHAL APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"[AFDHAL APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"【AFDHAL APPROVED】HP OPPO A60 8GB+8GB/128GB [Military-Grade Shock Resistance, Snapdragon 680, 45W SUPERVOOC, Dual Stereo Speakers]","Original... Bagus
Toko amanah",5
oppo,"[AFDHAL APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Sampai Dengan baik tp sayang erpon  nya gak ada,4
oppo,"[AFDHAL APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Alhamdulillah pake hp nya sudah sampe sesuai harapan mantul,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"[AFDHAL APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Hp nya bagus,5
oppo,"[AFDHAL APPROVED] HP OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi","Alhamdulilah paket sdhdtg, amanah ya..👍🙏🙏",5
oppo,,,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi","Kondisi segel, normal dan tidak ada masalah",5
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",Amanah,5
oppo,"【AFDHAL APPROVED】HP OPPO A60 8GB+8GB/128GB [Military-Grade Shock Resistance, Snapdragon 680, 45W SUPERVOOC, Dual Stereo Speakers]",,5
oppo,OPPO Stereo Earphone MH135-3 Type-C White Earphones s  Microphone  Headset  Headphones Bass Earbuds,,5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",Terima kasih..,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OP,"sangat helpfull, sangat fast respond,pengiriman sangat cepat, adminnya juga bagus sopan, Sukses selalu, Terima kasih",5
oppo,OPPO Half-Ear Earphones MH135 White UN,Sangat berkualitas top pokoknya,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO A78 5G 8GB/128GB Smartphone (Garansi Resmi),b a r a n g n y a b a g u s p e n g i r i m a n c e p a t p a c k i n g a m a n,5
oppo,OPPO Reno12 5G 12GB/256GB Smartphone (Garansi Resmi) XYZ8732OP,Dari pihak Oppo nya past respon...udah bbrpa kali beli dan pasti ORI,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,OPPO Half-Ear Earphones MH135 White UN,Barang bagus.. Suara mantep,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,Alhamdulillah bagus sekali,5
oppo,OPPO Reno12 F 8GB/256GB Smartphone (Garansi Resmi) XYZ8732OP,"Barang aman masih segel,packing sangat rapih,pihak seller fast respon 
thanks oppo 🙏🏻",5
oppo,,bagus banget,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO Half-Ear Earphones MH135 White UN,Ok barang bagus,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",👍♥️,5
oppo,,satset kiriman onw day service.. original. ssuai pesanan.. rekomendasi ..,5
oppo,,ok,5
oppo,[PELUNASAN] OPPO Find N5 16/512GB Handphone Foldable (Garansi Resmi),Pesanan sdh diterima dgn baik dan sesuai deskripsi. Terima kasih banyak ya. Semoga makin sukses. Aamiin.🙏,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Berfungsi dgn baik,5
oppo,[BAIM APPROVED] HP OPPO Reno12 F 4G - OPPO Official Store,"Mkc kk aket nya da xmp blm d buka karna buat hadiah.
Mkc semoga g kecewa ja",4
oppo,"【AFDHAL APPROVED】HP OPPO A60 8GB+8GB/128GB [Military-Grade Shock Resistance, Snapdragon 680, 45W SUPERVOOC, Dual Stereo Speakers]",Bintang berbicara yaaa,5
oppo,OPPO Reno11 5G 8GB/256GB (Garansi Resmi),,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Barang sudah sampai kurir kurang ramah,2
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,,"Puas banget untuk harga 29k dapet case yang bagus banget seperti ini, bentuknya kotak dan kokoh seperti hardcase walaupun terbuat dari TPU+PC, selain itu case ini tebal b...",5
oppo,OPPO Reno11 5G 8GB/256GB (Garansi Resmi),"mantap, barang dh datang dan selamat, terimakasih",5
oppo,[BAIM APPROVED] HP OPPO A78 8GB/256GB Smartphone (Garansi Resmi) Gold Camera Led  Bluetooth Speakers Kamera,Alhamdulillah,5
oppo,OPPO Reno10 5G Colorful Protective Case,"terima kasih min,, barang sampe dgn selamat dan pas di buka gila bagus bgt hehe.. maaf potonya gk ada,,krna udh saya pake di hp yg satunya",5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Bagus ORI semoga awet,5
oppo,OPPO A79 5G 8GB/256GB (Garansi Resmi),trimksh buat tokonya sukses selalu barng real sesuai gmbar bnr2 the best 😍😍😍😍😍,5
oppo,,okeeh,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO Half-Ear Earphones MH135 White UN,"Kecew, barang sampai tapi earphone tidak berfungsi sebelah",1
oppo,OPPO Cable USB A-C DL 201 White Led,"Datengnya cepetty,mantapp bgt pokoknyaaaa",5
oppo,OPPO A58 NFC 8GB/128GB (Garansi Resmi),"sdh ke 3x pesan beli di official store OPPO , pengiriman cepat, barang 100% yakin baru , harga nya juga ngak mahal , ada promo .",5
oppo,OPPO A58 NFC 8GB/128GB (Garansi Resmi),"pengiriman cepat, barang ori, sesuai deskripsi...mantuul",5
oppo,,"Barang sesuai dengan gambar, pengiriman cepat, packing rapi dan aman serta seller respon nya cepat
rekomendasi buat semua yg mau beli hp Oppo",5
oppo,[PELUNASAN] OPPO Find N5 16/512GB Handphone Foldable (Garansi Resmi),barang dan pelayanan tjaakeepppp 👍,5
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,"barang diterima dengan baik, dalam kondisi tersegel tanpa cacat",5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),"Barang sudah dicoba dan berfungsi dgn baik, pengiriman cepat dan packing aman. Terima kasih",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,OPPO Cable USB A-C DL 201 White Led,"Terjadi miscommunication, kurir menitipkan paketnya ke penjaga komplek, sehingga paket dikirim ke alamat yang salah",3
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),barang sesuai Peking aman maaf GX biasa ngasi vidio dikirim gagal tros,5
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",gaush ragu pokoknya beli di toko ini,5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,3
oppo,[PELUNASAN] OPPO Find N5 16/512GB Handphone Foldable (Garansi Resmi),pelayanan cepat,5
oppo,,sampai dgn selamat,5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi","Pokoknya bagus sekali toko ini sangat sangat amanah sekali
Owner ny juga ramah sekali
Awalny sih sempet takut pesen online tpi beneran datang kok jdi kita ngk usah takut...",5
oppo,OPPO Cable USB A-C DL 201 White Led,"Sampai dengan aman dan pengiriman nya cepat
Pengemasan sangat aman",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,[NEW] OPPO Reno13 F 5G 12GB/256GB & 8GB/256GB (Garansi Resmi),"overa all good condition, packing rapi, dan best",5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi","Pengiriman cepat ,,rapih dan barang sesuai ekspektasi",5
oppo,[BAIM APPROVED] HP OPPO Reno12 F 4G - OPPO Official Store,Bagusss banget barang nya ori,5
oppo,OPPO Cable USB A-C DL 201 White Led,"Pengirim cepat, aman, produk berfungsi dgn baik",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Cepat,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,,"Barang masih disegel sesuai yang dipesan, semoga awet dan cocok buat harian",5
oppo,OPPO Half-Ear Earphones MH135 White UN,Sangat bagus terimakasih,5
oppo,[NEW] OPPO Reno13 5G 12GB/256GB (Garansi Resmi),barang diterima dengan baik..dalam keadaan tersegel..dan setelah cek semua bagus ..real picture dan sesuai description...,5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),lumayan aja,4
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,amanah 💪 mantap,5
oppo,OPPO Half-Ear Earphones MH135 White UN,Mantap barang ori,5
oppo,OPPO Cable USB A-C DL 201 White Led,"Barang ori, pengiriman cepat",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Pengiriman cepat dan sesuai deskripsi,5
oppo,OPPO Half-Ear Earphones MH135 White UN,"barang sampai dg selamat dan berfungsi dengan baik,, makasi kk",5
oppo,OPPO A60 8GB+8GB/128GB & 256GB (Garansi Resmi) XYZ8732OP,"barang masih segel dan kondisi bagus, pengiriman cepat",5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,Mantap sesuai pesanan,5
oppo,OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OP,Amanah. Alhamdulillah,5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
oppo,OPPO A5 Pro 8GB+128GB/256GB (Garansi Resmi),,5
oppo,OPPO Stereo Earphone MH135-3 Type-C White Earphones s  Microphone  Headset  Headphones Bass Earbuds,,5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),"barang masih di segel, unit baru kondisi ketika sampai baik, aman dan original..semoga awet dipake customerku..thx seller",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,1
oppo,OPPO Stereo Earphone MH135-3 Type-C White Earphones s  Microphone  Headset  Headphones Bass Earbuds,,5
oppo,"OPPO Reno11 5G 8GB/256GB [50MP OIS Main Camera, 32MP Telephoto Portrait, 67W SUPERVOOC, 5000mAh Large Battery]","Pengiriman tepat waktu , so far semua nya okk & normal.. 
Cuman suara nya kaya ada yang kurang ..
Respon penjual juga ok , 
Semoga awet yaa gak ada kendala ke depan n...",5
oppo,OPPO A5 Pro 8GB+128GB/256GB (Garansi Resmi),"pengemasan rapih dan aman banget, seller menanggapi chat dengan baik",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Mantap HP nya ori,5
oppo,[PELUNASAN] OPPO Find N5 16/512GB Handphone Foldable (Garansi Resmi),Superb...puas banget,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,"baguss, sesuai pesanan",5
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,4
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,[PELUNASAN] OPPO Find N5 16/512GB Handphone Foldable (Garansi Resmi),"It's a very sleek yet sturdy, foldable phone. Love the super fast charging.",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,OPPO Stereo Earphone MH135-3 Type-C White Earphones s  Microphone  Headset  Headphones Bass Earbuds,,4
oppo,OPPO Reno10 5G Colorful Protective Case,"kualitas nya mantap, warna juga ok cuma agak sedikit berbahaya di area kamera yang terbuka luas tapi gpp emang design nya seperti ini",5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),Tak pernah kecewa beli di official.. makasih ya,5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"[ANDRIYADISHOP APPROVED] HP OPPO A3 NFC 8GB/128GB [Military-Grade Shock Resistance, Snapdragon 6s Gen 1 45W SUPERVOOC]","Barang real pic asli no tipu2,segel,ori
Bakalan order lagi nich
Mksh seller",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Sesuai dan amanah,5
oppo,[Kejar Diskon] OPPO A38 6GB/128GB (Garansi Resmi),"sesuai deskripsi dan ekspektasi 
pengiriman sangat cepat..
packing tebal,dan aman..",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",bagusssss barangnya ori kalian wajib beli di toko ini🥰,5
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,pesenan temen yg mau ganti hp ke Oppo,5
oppo,OPPO Reno11 5G 8GB/256GB (Garansi Resmi),"Paket sudah sampai , cepat sekali .
 terima kasih .",5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,Hp normalnya,5
oppo,OPPO Stereo Earphone MH135-3 Type-C White Earphones s  Microphone  Headset  Headphones Bass Earbuds,,4
oppo,OPPO A3x 4GB(+4GB)/64GB (Garansi Resmi)  XYZ8732OP,"Alhamdulillah barang sampe dengan keadaan baik tanpa lecet, semoga awet terima Oppo official 😊🔥",5
oppo,OPPO A5 Pro 8GB+128GB/256GB (Garansi Resmi),"barang nya sudah sampai 
sesuai dengan pesanan 
pengiriman nya cepat 
Alhamdulillah sampai rumah aman",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Barang baru sesuai dengan spesifikasi,5
oppo,OPPO Stereo Earphone MH135-3 Type-C White Earphones s  Microphone  Headset  Headphones Bass Earbuds,,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",,5
oppo,[PELUNASAN] OPPO Find N5 16/512GB Handphone Foldable (Garansi Resmi),"Proses pesanan & pengiriman cepat, barang OK",5
oppo,OPPO Half-Ear Earphones MH135 White UN,Jos sesuai keinginan,5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,A,5
oppo,"HP OPPO A79 5G 8GB/256GB [Dual Stereo Speakers, 33W SUPERVOOC, 5000mAh Large Battery, 50MP AI Camera]",,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,OPPO Reno12 F 8GB/256GB Smartphone (Garansi Resmi) XYZ8732OP,"barangnya bagus, garansi resmi, segel, hanya sayangnya tidak dipacking kayu tapi overall semuanya bagus",5
oppo,OPPO Reno12 F 8GB/256GB Smartphone (Garansi Resmi) XYZ8732OP,"barangnya bagus, garansi resmi, segel cuma sayangnya tidak dipacking kayu tapi overall semuanya bagus",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",Bagus di percaya,5
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",Ok top,5
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,"barang diterima baik lengkap masih disegel, semua sesuai dan dapat berfungsi dg baik",5
oppo,OPPO Cable USB A-C DL 201 White Led,Barang nya ori kak.makasih semoga   awet kak,5
oppo,OPPO A18 4GB/128GB Smartphone (Garansi Resmi) XYZ8732OP,oke barang sesuai dengan pesanan semoga awet berguna dan bermanfaat,5
oppo,HP OPPO Reno12 F 4G  8 GB/256 GB - OPPO Official Store,Paket sampe dengan selamat terimakasih,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi","Alhamdulillah pesanan nya datang dengan kondisi baik, lengkap, dan bagus. Suka dengan warna handphone nya. Terima kasih seller dan kurir. Sehat selalu",5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),"Barangnya bagus sesuai dengan descripsi tapi sayang slow respon bgt adminnya, next diperbaiki lg ya",5
oppo,OPPO Reno12 F 8GB/256GB Smartphone (Garansi Resmi) XYZ8732OP,alhamdulilah sampe dan lengkap.pengiriman cepat,5
oppo,OPPO Reno11 5G 8GB/256GB (Garansi Resmi),"udh paling bener beli hp oppo di official nya langsung selain garansi belum di aktifin barang udh pasti jaminan baru...
nyooooooosssss",5
oppo,OPPO A3x 4GB(+4GB)/128GB (Garansi Resmi) XYZ8732OP,"barang segel pastinya, tampilan  elegan  garansi resmi. mudah² awate 😄😄😄",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,OPPO Stereo Earphone MH135-3 Type-C White Earphones s  Microphone  Headset  Headphones Bass Earbuds,,5
oppo,[NEW] OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi),"barang sesuai bagus 
ga ada yg lecet
utuh",5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi",,5
oppo,"OPPO Reno11 5G 8GB/256GB [50MP OIS Main Camera, 32MP Telephoto Portrait, 67W SUPERVOOC, 5000mAh Large Battery]",terimakasih,5
oppo,[BAIM APPROVED] HP OPPO A78 8GB/256GB Smartphone (Garansi Resmi) Gold Camera Led  Bluetooth Speakers Kamera,Makasih kak barang sudah sampe....  Alhamdulillah barangnya sesuai....,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi","Allhamdulilah semua aman..
Puas pelayanan , hp ORI",5
oppo,OPPO A3 8GB/128GB Online Exclusive (Garansi Resmi) - Promo,"nanti bakal order disini lagi. terimakasih 
tidak kecewa pokok nya.",5
oppo,OPPO Half-Ear Earphones MH135 White UN,,5
oppo,[BAIM APPROVED] HP OPPO A78 8GB/256GB Smartphone (Garansi Resmi) Gold Camera Led  Bluetooth Speakers Kamera,Packingnya rapi... Barang datang sesuai dan dalam keadaan aman dan rapi... Ternyata dapat bonus casing diamond dan tempered glass juga,5
oppo,"OPPO Cable USB A to USB C 1M  [VOOC Fast-Charging Cable, Type-C] Kabel",Pengirimannya sangat lama tidak sesuai tanggal yg di tentukan kurir sebelumnya yg komunikasi sangat tidak ada etika tp kurir yg nganterinnya beda org bagus,3
oppo,,,5
oppo,OPPO Cable USB A-C DL 201 White Led,,5
oppo,"OPPO A38 [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
oppo,"OPPO A3x [45W SUPERVOOC, Qualcomm Snapdragon 6s 4G Gen1, 1000nit Ultra Bright Display, Military-Grade Shock Resistance] Garansi Resmi","Allhamdulilah barang.y udah tiba, barang.y aman dan bagus",5
oppo,"OPPO A38 6/128GB [5000mAh SUPERVOOC 33W, 90Hz Sunlight DIsplay, 50MP AI Camera] Garansi Resmi",,5
