toko,nama_barang,ulasan,rating
vivo,"[NEW LAUNCH] vivo Y28 (8/256) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Bagus sesuai ori,5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Barang bagus dan sesuai
Pokoknya mantap 👍",5
vivo,"[NEW LAUNCH] vivo Y19S (4/64) - 50 MP AI Camera, 5500mAh+15W FlashCharge, SGS Drop Resistance, IP64 Dust Waterproof, Dual Speaker Audio Boost",Keren,5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Sangatt baik...,5
vivo,"vivo iQOO Z9x (8/128) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]","Sudah dua kali saya pesan handphone di toko ini. Thanks to vivo Indonesia & tiktok shop, barangnya sampai ke tujuan dengan aman dan terkendali. Keseluruhan bintang me...",5
vivo,"[NEW LAUNCH] vivo V50 Lite 4G (8/256) Borderless Immersive Screen, Sony IMX882, 6500mAh Battery+90W Flashcharge, AI Erase 2.0, All-round Impact Resistance",MashaAllah alhamdulillah sampai dg selamat🎊🎉,4
vivo,"[NEW LAUNCH] vivo V50 Lite 4G (8/256) Borderless Immersive Screen, Sony IMX882, 6500mAh Battery+90W Flashcharge, AI Erase 2.0, All-round Impact Resistance",Alhamdulillah sampai dg selamat 🥰,4
vivo,"[AFDHAL APPROVED] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Wareg,5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","alhamdulilah paket nya sudah smpai, bagus bangett sayaa sukaa, i likee vivoo😍😽💖",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Mantap,5
vivo,"vivo iQOO Z9x (8/128) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]",Terimakasih barang mendarat dengan aman,5
vivo,"[BAIM APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Real pick pokokx..aman nyaman dan tentram Krn semuanya sesuai ekspektasi,5
vivo,"vivo iQOO 13 (12/256) - 1st Snapdragon 8 elite, 7000mm2 VC Cooling system, 6150mAh+120W, 144Hz LTPO AMOLED]","Kecewa sih dengan vivo official store, pada tanggal 5 juni 23:50 saya mampir ke t0k0 0ren liat livenya, tanyakan apakah iqoo 13 masih dapat gift boxnya atau tidak.. Dan m...",1
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Pengiriman cepat,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",tokonya sangat amanah,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Seller ramah
Cuma di pengiriman agak lama🥲",5
vivo,"[NEW LAUNCH] vivo Y19S (6/128) - 50 MP AI Camera, 5500mAh+15W FlashCharge, SGS Drop Resistance, IP64 Dust Waterproof, Dual Speaker Audio Boost","Seller mantap,barang cepat banget 👌",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","mantapp gak ada minus yang aku beli katanya ada yang dapat bodi kretek 
untuk antutu aku cek 1.8jt an ini yang seri terendah 
udah aku cek barang ku gada minus
tapi ya ho...",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Bagus sesuai pesanan,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",barang sampai dengan selamat dan benefit nya mantep sukses terus ya Vivo Indonesia,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Produk ori sangat mantull,5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Mantap 🤌,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",B,5
vivo,"vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge - VV168NRML","barang sangat rekomendasi banget,....
trimakasih buat tokonya...",5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Bagus alhamdulillah, toko amanah, jadi ga ragu mau beli onlen, semoga manfaat buat suami kerja, hp masih tersegel, saya cek2in internalnya insya allah sesuai.. Sampai den...",5
vivo,"[NEW LAUNCH] vivo V50 Lite 4G (8/256) Borderless Immersive Screen, Sony IMX882, 6500mAh Battery+90W Flashcharge, AI Erase 2.0, All-round Impact Resistance",Saya suka,5
vivo,"[BANG ROY APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Original,5
vivo,"[NEW LAUNCH] vivo Y18 (4/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Bagus,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Pertama kali beli hp di online, sejauh ini cukup puas",4
vivo,"[NEW LAUNCH] vivo Y18 (4/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",sesuai pesanan,5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",God,5
vivo,"[805GADGET APPROVED]vivo iQOO Z9x (8/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker","Alhamdulillah
Sampai dengan sempurna di tangan saya",5
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC",barangnya original.. baterai nya awet mantap x. thx y seler dan toped,5
vivo,"vivo iQOO Z9x (12/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]",Barang nya bagus ngga ada cacat sama sekali cuma minus pengiriman nya lama biasa 4 hari udah sampai ini 6 hari baru sampai,4
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",semoga awet🙏,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Sesuai pesanan👍 HPNYA keren habis baterainya awet gak cepet panas dan waktu ngecasnya cepet pokoknya recomend banget,5
vivo,"[NEW LAUNCH] vivo Y28 (8/256) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Blm di unboxing soalnya buat hadiah...Tq..,5
vivo,"[NEW LAUNCH] vivo Y18 (4/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Sangat puas produknya udah sampai tpi blum di unboxing yahh,4
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Baguss bener bener ori,5
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC","barang sesuai pesanan, good",5
vivo,"vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge - VV168NRML",joss mantep sukses selalu vivo Indonesia semoga makin maju,5
vivo,"[Flash Sale] vivo Y28 (8/256) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio - VV168NRML",Perfect dan Terbaik lah pokoknya. Thanks,5
vivo,"[INDRA BUDIMAN APPROVED] vivo iQOO Z9x (12/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker","Respon Penjual oke.
ID Expres oke.
HP setelah update Android 15, agak anget, baterai cepet habis.

Gimana yah caranya kembali lagi ke Andoid 14.",5
vivo,"[BAIM APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Asli barang nya datang bagus bngt,, aku suka ori juga,,, jadi jgan ragu buat beli... Puas bngt blnja disini next bakalan order di toko ini lagi.",5
vivo,"[NEW LAUNCH] vivo Y28 (8/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio","Cukup Keren hp nya,,sudah di trima dg baik,mudah mudahan awet,
Tapi belum tau, keasliannya.  Harapansih asli ori dari vivo.",5
vivo,"[805GADGET APPROVED]vivo iQOO Z9x (8/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker",aman beli di sini,5
vivo,"[WENNY WIJAYA APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Tampilan bagus elegaaan... Recommended bangett,5
vivo,"[NEW LAUNCH] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Ok,4
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",Kemarin sempet kecewa karna baret layarnya tapi ternyata masih ada pelindung layarnya dan kemarin service center Vivi baik sekali langsung ganti pelindung layar dg yg bar...,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","kualitas mantap ... barang istimewa
baterai lumayan awet",5
vivo,"vivo iQOO Z9x (8/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]",👍👍👍👍👍,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Ok,5
vivo,"[NEW LAUNCH] V40 Lite 5G (8/256) - AI Aura Light, AI Erase, Sony IMX882, 80W FlashCharge","Barang segel resmi vivo,cuman lama di pengiriman J*E...1 mingguan..",5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Alhamdulillah paket'y sudah datang 😍😍😍 
Bagi kalian yg mau beli hp secara online, beli d sini z. Toko'y amanah 👌🏼👌🏼👌🏼
Alhamdulillah hp'y sesuai pesan...",5
vivo,"[ANDRI YADI APPROVED] vivo iQOO Z9x (8/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]",Barang sesuai sama pesanan,5
vivo,"[NEW LAUNCH] vivo Y19S (4/128) - 50 MP AI Camera, 5500mAh+15W FlashCharge, SGS Drop Resistance, IP64 Dust Waterproof, Dual Speaker Audio Boost","Sll jd langgan . Gk usah ragu beli disini mah. Packing, barang ketepatan waktu pengiriman mantep full amannya.",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Bagus,4
vivo,"[NEW LAUNCH] vivo Y28 (8/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",mantap bagus,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",mantep makasih kak semoga awettt,5
vivo,"[NEW LAUNCH] vivo Y28 (8/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Hpkunudah nyampek mksh ori dong,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",mantap!!,5
vivo,"[NEW LAUNCH] vivo Y19S (4/64) - 50 MP AI Camera, 5500mAh+15W FlashCharge, SGS Drop Resistance, IP64 Dust Waterproof, Dual Speaker Audio Boost",Wellll,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Pesanan sampai sesuai estimasi, Thankyou VIVO Indonesia",5
vivo,"[AFDHAL APPROVED] vivo Y29 (6/128) - Design Marmer Eksklusif, 6500mAh Tahan 3 Hari, Tahan Banting Ekstrem, IP69 Tahan Air Ekstrem, AI Erase 2.0 + AI Circle to Search",Mantap sesuai dengan keinginan,5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Alhamdulillah bagus, semoga awet",5
vivo,"[NEW LAUNCH] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio","Maaf baru sempat kasih ulasan..
Puas dgn pesanannya..walaupun awalnya agak ragu, coz baru kali ini beli hp online, seller dan adminnya gercep..amanah deh pokoknya, dan hp...",5
vivo,"[NEW LAUNCH] vivo Y19S (4/64) - 50 MP AI Camera, 5500mAh+15W FlashCharge, SGS Drop Resistance, IP64 Dust Waterproof, Dual Speaker Audio Boost","Alhamdulillah mendarat dengan selamat, packing nya tingkatin lgi min biar tambah aman 👍👍👍",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","HP yang worth it to buy.. performance joosss gandosss... dengan harga yg di tawarkan... terima ksih vivo, tokopedia, ekspedisi dan kurir...  love u full 😘",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Bagus,5
vivo,"[MUCHAZIR APPROVED] vivo Y19S (4/64) - 50 MP AI Camera, 5500mAh+15W FlashCharge, SGS Drop Resistance, IP64 Dust Waterproof, Dual Speaker Audio Boost",Bagus,5
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC",barang masih bersegel baru mantap,5
vivo,"[NEW LAUNCH] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Barang ORI pengiriman cepat..makasih,5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Bagus harga terjangkau walaupun sedikit kesal sama pengiriman yang agak lama,5
vivo,"[BANG ROY APPROVED] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Wauu mantap bosku bene' amanah,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Allhamdulilah barang sudah diterima dengan baik, mulus, dan masih segel tentunya, cuma di pengiriman-nya sedikit agak lama",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",Cool,5
vivo,"[NEW LAUNCH] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Semoga amanah selalu n lancar selalu,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Mantaaaaaap lah,5
vivo,"[AFDHAL APPROVED] vivo V50 Lite 4G (8/128) Borderless Immersive Screen, Sony IMX882, 6500mAh Battery+90W Flashcharge, AI Erase 2.0, All-round Impact Resistance",Dapet premium case makasi kak,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",bagus good,5
vivo,"vivo iQOO Z9x (8/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]","fast respon, pengiriman tepat waktu , packing aman",5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Ok,5
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC",,5
vivo,"[NEW LAUNCH] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Mantap,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Akhirnya datang juga...
Paket diterima dalam kondisi aman.
Pengiriman cepat hanya 3 hari sdh tiba di baubau sultra.
Semua berfungsi dengan baik.
Terimakasih",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","hp ny bagus, tpi admin ny bot mau cancel ganti warna gak bisa",4
vivo,"[NEW LAUNCH] vivo Y28 (8/256) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio",Sesuai pesanan dan imei juga tembus 😌,5
vivo,"vivo V50 Lite 4G (8/256) Borderless Immersive Screen, Sony IMX882, 6500mAh Battery+90W Flashcharge, AI Erase 2.0, All-round Impact Resistance","Puas banget, ini kedua kalinya saya beli via online. Kali ini beli untuk istri, Pembelian selanjutnya di tunngu ya min 🤭😎",5
vivo,"[NEW LAUNCH] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio","Handphone sdh mendarat dengan baik, pengiriman cepat dan aman.... Semoga kedepannya HP nya awetttt",5
vivo,"[805GADGET APPROVED]vivo iQOO Z9x (8/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker",sesuai,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Pengiriman cepat pesanan sesuai yg d pesan,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Mantulita anakku sukaaa 🫰🏻🫰🏻🫰🏻🫰🏻,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Gacorrr ga ada masalah, aman",5
vivo,"[NEW LAUNCH] vivo Y29 (8/128) - Design Marmer Eksklusif, 6500mAh Tahan 3 Hari, Tahan Banting Ekstrem, IP69 Tahan Air Ekstrem, AI Erase 2.0 + AI Circle to Search",,5
vivo,"vivo Y19S (6/128) - 50 MP AI Camera, 5500mAh+15W FlashCharge, SGS Drop Resistance, IP64 Dust Waterproof, Dual Speaker Audio Boost - VV168NRML",aman pakingnya.. rapi sampai ketangan saya. tentusaja barang nya jg aman dan berfungsi dg baik,5
vivo,"vivo iQOO Z9x (8/128) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker - VV168NRML]",👍👍👍,5
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC","Terimakasih banyak VIVO/IQOO.

Semoga konsisten dengan KUALITASNYA & PELAYANAN SC NYA.

- Dari irit battery nya
- Adem HP nya
- Hasil Foto kamera juga bagus dihargany...",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Kualitas pengerjaan: Bagus
Performa sistem: Bagus
Kejernihan lensa: Bagus",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",Paket aman sampe lokasi. Mantap packing nya.,5
vivo,"[NEW LAUNCH] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Terimakasih barang nya sudah sampai, semua kondisi keterima dengan baik, pengiriman sangat cepat... terimakasih vivo",5
vivo,"[AFDHAL APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Paket mendarat dengan selamat ,paking rapih ,barang no cacat ,real pict 👍👍amanah",5
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC","datang cepat, barangnya berfungsi dengan baik. tapi layarnya bergelembung.",4
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC","Mantaps beli di toko ini, tak pernah kecewa dan selalu tepat waktu.
trims,",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","pengiriman cepet, good",5
vivo,"vivo iQOO Z9x (8/256) Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker]",,5
vivo,"[NEW LAUNCH] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Ok ka amanah,5
vivo,vivo iQOO Gaming Finger Sleeves Accessories Gamepad],Mantap,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",Paket di terima tanpa cacat/kendala.. Lengkap dengan charger 120w untung cepat beli pas awal promo dpt harga di bawah🥳,5
vivo,"[WENNY WIJAYA APPROVED] vivo Y18 (4/64) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge","Barang sampai dengan selamat, terimakasih",5
vivo,"[Flash Sale] vivo Y28 (6/128) - 44W FlashCharge+6000mAH, Dynamic Design, Dual Speaker + 300% Audio - VV168NRML","Real...
ORIGINAL dan GARANSI

Rekomendasi Kalo Belanja di Toko Yg Resmi, Jaminan Barang Aman dan Terpercaya",5
vivo,"[AFDHAL APPROVED] vivo Y29 (6/128) - Design Marmer Eksklusif, 6500mAh Tahan 3 Hari, Tahan Banting Ekstrem, IP69 Tahan Air Ekstrem, AI Erase 2.0 + AI Circle to Search","Sesuai yg di inginkan, sukses selalu buat tokonya🙏",5
vivo,"[EXCLUSIVE KOHCUN] vivo Y18 (6/128) - NFC Multifunctions, 50MP AI Camera, 5000 mAH+15W Flashcharge",Sesuai yang di pesan hp nya nyala packingnya rapih.  Amanah tokonya .,5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle","Review pemakaian kurang lebih 7 hari 

impresi awal jujur ini ngebut banget si, smooth tanpa iklan batre irit banget dan yang paling penting semua keunggulan yang di jaba...",5
vivo,"vivo iQOO Neo 10, 1st Snapdragon 8s Gen 4 + Q1 (Dual Chipset), 7K VC Cooling System, 7000 mAH + 120 watt, 144Hz AMOLED, 50MP Sony IMX OIS + 8MP wide Angle",Ga nyesel upgrade dari Z7 5G langsung ke Neo 10 😎,5
vivo,"vivo iQOO Z10 , 7300mAh + 90Watt, Snapdragon 7s Gen 3, AnTuTu 822,705, 120Hz Quad-Curved AMOLED, 50MP Sony IMX + OIS + NFC","pengiriman cepat, cuman pas di buka pelindung layarnya gelembung, wal hasil harus ganti ke servis center, pas datang spare parts nya gak ada, harus nunggu 7 hari, harus n...",4
